#
#       site : https://molat.obspm.fr/index.php?page=pages/Molecules/CO-Rostas/view_data.php&fichier=T112C16O.txt
#
#       Table 1A. Absorption lines of 12C16O listed by rotational number (J") of
#                 the lower level.  
#
#       - column no 1 : (" between quotes ") band identification
#       - column no 2 : lower vibrational level
#       - column no 3 : lower rotational  level
#       - column no 4 : wavelength (in nm)
#       - column no 5 : wavenumber (in cm-1)
#       - column no 6 : oscillator strength
#       - column no 7 : upper state reciprocal lifetime (in s-1)
#       - column no 8 : upper state branching ratio towards dissociation
#
#       For more details concerning this table, please refer to page 234 of the paper by
#       Eidelsberg et al.(1991) which can be downloaded from this site. 
#
nb of lines:  3051
"C12O16 26   L' 3dp1P 1-0 R(16)"   0  16   96.8634 103238.15 3.382E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(16)"   0  16   97.0980 102988.73 1.018E-02 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(16)"   0  16   96.9809 103113.07 1.083E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(16)"   0  16   97.4138 102654.82 2.737E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(16)"   0  16   97.3677 102703.51 6.025E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(16)"   0  16   97.3188 102755.07 3.288E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P(16)"   0  16   97.8889 102156.59 4.134E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(16)"   0  16   97.8420 102205.57 9.098E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(16)"   0  16   97.7923 102257.57 4.965E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P(16)"   0  16   98.3356 101692.56 2.325E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R(16)"   0  16   98.2181 101814.20 2.473E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P(16)"   0  16   98.6184 101401.01 7.440E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R(16)"   0  16   98.4948 101528.19 7.915E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P(16)"   0  16   99.0304 100979.06 1.048E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q(16)"   0  16   98.9690 101041.70 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R(16)"   0  16   98.9039 101108.23 1.259E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P(16)"   0  16   99.5119 100490.46 2.598E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q(16)"   0  16   99.4646 100538.25 5.717E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R(16)"   0  16   99.4145 100588.93 3.120E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P(16)"   0  16   99.6908 100310.13 1.103E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R(16)"   0  16   99.5703 100431.57 1.174E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P(16)"   0  16  100.3609  99640.40 3.844E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(16)"   0  16  100.2488  99751.78 4.089E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(16)"   0  16  101.2073  98807.09 1.004E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(16)"   0  16  101.1518  98861.32 2.210E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(16)"   0  16  101.0930  98918.84 1.206E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(16)"   0  16  101.8621  98171.98 2.114E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(16)"   0  16  101.7340  98295.56 2.249E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(16)"   0  16  102.9999  97087.50 9.690E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(16)"   0  16  102.9397  97144.24 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(16)"   0  16  102.8672  97212.76 1.164E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(16)"   0  16  104.0465  96110.88 5.064E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(16)"   0  16  103.9110  96236.25 5.388E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(16)"   0  16  105.2349  95025.54 5.615E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(16)"   0  16  105.1663  95087.50 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(16)"   0  16  105.0936  95153.32 6.748E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(16)"   0  16  106.3779  94004.47 1.342E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(16)"   0  16  106.2347  94131.22 1.428E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(16)"   0  16  107.6674  92878.59 8.290E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(16)"   0  16  107.5985  92938.13 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(16)"   0  16  107.5176  93008.01 9.962E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(16)"   0  16  108.8581  91862.69 2.998E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(16)"   0  16  108.7066  91990.73 3.190E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(16)"   0  16  109.9918  90915.91 1.813E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(16)"   0  16  109.8423  91039.57 1.929E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(16)"   0  16  112.4396  88936.68 3.469E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(16)"   0  16  112.2798  89063.25 3.691E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(16)"   0  16  115.1266  86860.88 2.188E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(16)"   0  16  114.9568  86989.21 2.328E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(17)"   0  17   91.3277 109495.76 7.716E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(17)"   0  17   91.2742 109559.97 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(17)"   0  17   91.2177 109627.81 9.173E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(17)"   0  17   91.4155 109390.61 8.151E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(17)"   0  17   91.3090 109518.21 8.640E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(17)"   0  17   91.3950 109415.13 3.836E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(17)"   0  17   91.3411 109479.70 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(17)"   0  17   91.2843 109547.81 4.561E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(17)"   0  17   91.4578 109340.05 1.307E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(17)"   0  17   91.3560 109461.87 1.386E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(17)"   0  17   91.6321 109132.08 4.525E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(17)"   0  17   91.5779 109196.68 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(17)"   0  17   91.5205 109265.08 5.380E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(17)"   0  17   91.7049 109045.42 3.842E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(17)"   0  17   91.6076 109161.25 4.072E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(17)"   0  17   91.8439 108880.36 5.181E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(17)"   0  17   91.7972 108935.76 1.134E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(17)"   0  17   91.7480 108994.24 6.159E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(17)"   0  17   91.9258 108783.36 1.371E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(17)"   0  17   91.7994 108933.16 1.453E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(17)"   0  17   92.0734 108609.00 1.367E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(17)"   0  17   91.9607 108742.09 1.449E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(17)"   0  17   92.3360 108300.08 3.066E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(17)"   0  17   92.2228 108433.08 3.251E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(17)"   0  17   92.5340 108068.38 2.502E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(17)"   0  17   92.4237 108197.34 2.652E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(17)"   0  17   92.7070 107866.70 3.732E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(17)"   0  17   92.6607 107920.66 8.167E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(17)"   0  17   92.6119 107977.52 4.436E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(17)"   0  17   92.9247 107613.97 1.526E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(17)"   0  17   92.8688 107678.83 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(17)"   0  17   92.8096 107747.50 1.815E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(17)"   0  17   93.0880 107425.27 1.450E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(17)"   0  17   93.0348 107486.65 3.173E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(17)"   0  17   92.9787 107551.57 1.724E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(17)"   0  17   93.2287 107263.14 1.378E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(17)"   0  17   93.1801 107319.04 3.015E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(17)"   0  17   93.1288 107378.21 1.638E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(17)"   0  17   93.3596 107112.71 2.753E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(17)"   0  17   93.3258 107151.52 6.024E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(17)"   0  17   93.2914 107190.97 3.271E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(17)"   0  17   93.3137 107165.36 1.071E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(17)"   0  17   93.1846 107313.89 1.136E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(17)"   0  17   93.8628 106538.52 1.825E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(17)"   0  17   93.8061 106602.92 1.933E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(17)"   0  17   93.8599 106541.72 6.234E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(17)"   0  17   93.7429 106674.79 6.609E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(17)"   0  17   94.0509 106325.44 1.037E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(17)"   0  17   93.9253 106467.54 1.099E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(17)"   0  17   94.2465 106104.78 5.882E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(17)"   0  17   94.1975 106159.91 1.287E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(17)"   0  17   94.1458 106218.27 6.992E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(17)"   0  17   94.6969 105600.09 3.699E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(17)"   0  17   94.5792 105731.46 3.922E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(17)"   0  17   94.8883 105387.12 6.372E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(17)"   0  17   94.8284 105453.59 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(17)"   0  17   94.7652 105523.94 7.576E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(17)"   0  17   95.0587 105198.14 1.070E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(17)"   0  17   94.9363 105333.73 1.134E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(17)"   0  17   95.7749 104411.52 3.074E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(17)"   0  17   95.7270 104463.75 6.728E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(17)"   0  17   95.6765 104518.90 3.654E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(17)"   0  17   96.2204 103928.08 5.870E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(17)"   0  17   96.1763 103975.68 1.285E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R(17)"   0  17   96.1297 104026.08 6.977E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P(17)"   0  17   96.5012 103625.61 1.356E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R(17)"   0  17   96.3766 103759.64 1.438E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P(17)"   0  17   96.8786 103221.96 1.768E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q(17)"   0  17   96.8156 103289.09 3.869E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R(17)"   0  17   96.7491 103360.15 2.102E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P(17)"   0  17   96.9819 103112.01 2.831E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q(17)"   0  17   96.9247 103172.90 6.197E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R(17)"   0  17   96.8642 103237.35 3.366E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(17)"   0  17   97.1026 102983.84 1.019E-02 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(17)"   0  17   96.9787 103115.42 1.081E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(17)"   0  17   97.4296 102638.26 2.753E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(17)"   0  17   97.3806 102689.83 6.024E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(17)"   0  17   97.3291 102744.22 3.272E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P(17)"   0  17   97.9045 102140.32 4.157E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(17)"   0  17   97.8547 102192.32 9.097E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(17)"   0  17   97.8020 102247.36 4.941E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P(17)"   0  17   98.3417 101686.31 2.329E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R(17)"   0  17   98.2171 101815.25 2.469E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P(17)"   0  17   98.6218 101397.42 7.453E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R(17)"   0  17   98.4908 101532.31 7.902E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P(17)"   0  17   99.0330 100976.46 1.054E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q(17)"   0  17   98.9678 101042.99 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R(17)"   0  17   98.8989 101113.41 1.253E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P(17)"   0  17   99.5292 100473.00 2.612E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q(17)"   0  17   99.4790 100523.69 5.717E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R(17)"   0  17   99.4261 100577.25 3.105E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P(17)"   0  17   99.6972 100303.76 1.105E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R(17)"   0  17   99.5693 100432.56 1.172E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P(17)"   0  17  100.3720  99629.40 3.851E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(17)"   0  17  100.2542  99746.48 4.082E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(17)"   0  17  101.2186  98796.08 1.010E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(17)"   0  17  101.1597  98853.59 2.210E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(17)"   0  17  101.0975  98914.37 1.200E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(17)"   0  17  101.8676  98166.66 2.117E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(17)"   0  17  101.7318  98297.69 2.245E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(17)"   0  17  103.0047  97083.00 9.745E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(17)"   0  17  102.9410  97143.01 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(17)"   0  17  102.8639  97215.80 1.159E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(17)"   0  17  104.0513  96106.43 5.073E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(17)"   0  17  103.9076  96239.36 5.379E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(17)"   0  17  105.2385  95022.26 5.647E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(17)"   0  17  105.1657  95088.07 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(17)"   0  17  105.0887  95157.74 6.716E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(17)"   0  17  106.3822  94000.68 1.344E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(17)"   0  17  106.2303  94135.09 1.425E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(17)"   0  17  107.6703  92876.10 8.337E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(17)"   0  17  107.5973  92939.15 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(17)"   0  17  107.5115  93013.33 9.915E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(17)"   0  17  108.8619  91859.53 3.003E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(17)"   0  17  108.7012  91995.30 3.184E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(17)"   0  17  109.9981  90910.63 1.816E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(17)"   0  17  109.8397  91041.75 1.926E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(17)"   0  17  112.4444  88932.81 3.475E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(17)"   0  17  112.2750  89067.02 3.685E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(17)"   0  17  115.1306  86857.86 2.192E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(17)"   0  17  114.9505  86993.94 2.324E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(18)"   0  18   91.3318 109490.90 7.754E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(18)"   0  18   91.2752 109558.74 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(18)"   0  18   91.2158 109630.18 9.134E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(18)"   0  18   91.4214 109383.53 8.163E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(18)"   0  18   91.3089 109518.37 8.627E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(18)"   0  18   91.3988 109410.63 3.856E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(18)"   0  18   91.3419 109478.74 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(18)"   0  18   91.2822 109550.36 4.542E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(18)"   0  18   91.4660 109330.22 1.309E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(18)"   0  18   91.3587 109458.71 1.383E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(18)"   0  18   91.6358 109127.61 4.548E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(18)"   0  18   91.5784 109196.01 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(18)"   0  18   91.5179 109268.21 5.357E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(18)"   0  18   91.7156 109032.73 3.848E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(18)"   0  18   91.6131 109154.64 4.066E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(18)"   0  18   91.8555 108866.70 5.207E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(18)"   0  18   91.8061 108925.17 1.134E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(18)"   0  18   91.7543 108986.69 6.133E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(18)"   0  18   91.9227 108787.05 1.373E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(18)"   0  18   91.7891 108945.41 1.451E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(18)"   0  18   92.0771 108604.58 1.369E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(18)"   0  18   91.9580 108745.24 1.447E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(18)"   0  18   92.3398 108295.61 3.071E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(18)"   0  18   92.2201 108436.21 3.246E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(18)"   0  18   92.5395 108062.00 2.506E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(18)"   0  18   92.4230 108198.12 2.648E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(18)"   0  18   92.7200 107851.59 3.750E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(18)"   0  18   92.6711 107908.45 8.166E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(18)"   0  18   92.6199 107968.16 4.416E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(18)"   0  18   92.9284 107609.77 1.534E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(18)"   0  18   92.8691 107678.43 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(18)"   0  18   92.8067 107750.88 1.807E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(18)"   0  18   93.0946 107417.58 1.457E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(18)"   0  18   93.0384 107482.50 3.173E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(18)"   0  18   92.9792 107550.95 1.716E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(18)"   0  18   93.2401 107249.97 1.384E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(18)"   0  18   93.1887 107309.14 3.015E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(18)"   0  18   93.1345 107371.57 1.631E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(18)"   0  18   93.3860 107082.45 2.766E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(18)"   0  18   93.3516 107121.90 6.022E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(18)"   0  18   93.3169 107161.71 3.256E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(18)"   0  18   93.3111 107168.44 1.073E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(18)"   0  18   93.1746 107325.41 1.134E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(18)"   0  18   93.8961 106500.73 1.827E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(18)"   0  18   93.8361 106568.81 1.930E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(18)"   0  18   93.8639 106537.29 6.244E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(18)"   0  18   93.7401 106677.95 6.600E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(18)"   0  18   94.0509 106325.39 1.038E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(18)"   0  18   93.9182 106475.61 1.097E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(18)"   0  18   94.2588 106090.85 5.911E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(18)"   0  18   94.2070 106149.20 1.287E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(18)"   0  18   94.1524 106210.78 6.962E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(18)"   0  18   94.7016 105594.84 3.705E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(18)"   0  18   94.5773 105733.67 3.916E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(18)"   0  18   94.8906 105384.52 6.404E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(18)"   0  18   94.8273 105454.87 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(18)"   0  18   94.7606 105529.10 7.544E-04 1.000E+10 1.000E+00
